Tagged
"coiricheam<Vm-1s>, coirich<Vm-2s>, coiricheadh<Vm-3>, coiricheamaid<Vm-1p>, coirichibh<Vm-2p>, coiricheadh<Vm-3>, coireachadh<Nv>, choireachadh<Nv--l>, , , , , , , , , , , , , , , coirichidh<V-f>, choiricheas<V-f--r--l>, coirich<V-f--d>, choirich<V-f--d--l>, choirich<V-s--l>, do choirich<V-s--d--l>, coirichte<Av>, choirichte<Av--l>, choirichinn<V-h1s--l>, choiricheadh<V-h--l>, choiricheamaid<V-h1p--l>, coirichinn<V-h1sd>, choirichinn<V-h1sd--l>, coiricheadh<V-h--d>, choiricheadh<V-h--d--l>, coiricheamaid<V-h1pd>, choiricheamaid<V-h1pd--l>, coirichear<Vm-h0>, coirichtear<Vm-h0>, coirichear<V-f0>, choirichear<V-f0--r--l>, coirichear<V-f0-d>, choirichear<V-f0-d--l>, choiricheadh<V-s0--l>, do choiricheadh<V-s0-d--l>, choirichte<V-h0--l>, choirichiste<V-h0--l>, choirichist<V-h0--l>, coirichte<V-h0-d>, coirichiste<V-h0-d>, coirichist<V-h0-d>, choirichte<V-h0-d--l>, choirichiste<V-h0-d--l>, choirichist<V-h0-d--l>, , "
"coisgeam<Vm-1s>, coisg<Vm-2s>, coisgeadh<Vm-3>, coisgeamaid<Vm-1p>, coisgibh<Vm-2p>, coisgeadh<Vm-3>, cosgadh<Nv>, chosgadh<Nv--l>, cosg<Nv>, chosg<Nv--l>, , , , , , , , , , , , , coisgidh<V-f>, choisgeas<V-f--r--l>, coisg<V-f--d>, choisg<V-f--d--l>, choisg<V-s--l>, do choisg<V-s--d--l>, coisgte<Av>, choisgte<Av--l>, choisginn<V-h1s--l>, choisgeadh<V-h--l>, choisgeamaid<V-h1p--l>, coisginn<V-h1sd>, choisginn<V-h1sd--l>, coisgeadh<V-h--d>, choisgeadh<V-h--d--l>, coisgeamaid<V-h1pd>, choisgeamaid<V-h1pd--l>, coisgear<Vm-h0>, coisgtear<Vm-h0>, coisgear<V-f0>, choisgear<V-f0--r--l>, coisgear<V-f0-d>, choisgear<V-f0-d--l>, choisgeadh<V-s0--l>, do choisgeadh<V-s0-d--l>, choisgte<V-h0--l>, choisgiste<V-h0--l>, choisgist<V-h0--l>, coisgte<V-h0-d>, coisgiste<V-h0-d>, coisgist<V-h0-d>, choisgte<V-h0-d--l>, choisgiste<V-h0-d--l>, choisgist<V-h0-d--l>, , "
"coisicheam<Vm-1s>, coisich<Vm-2s>, coisicheadh<Vm-3>, coisicheamaid<Vm-1p>, coisichibh<Vm-2p>, coisicheadh<Vm-3>, coiseachd<Nv>, coisidheachd<Nv>, choiseachd<Nv--l>, choisidheachd<Nv--l>, , , , , , , , , , , , , , , coisichidh<V-f>, choisicheas<V-f--r--l>, coisich<V-f--d>, choisich<V-f--d--l>, choisich<V-s--l>, do choisich<V-s--d--l>, coisichte<Av>, choisichte<Av--l>, choisichinn<V-h1s--l>, choisicheadh<V-h--l>, choisicheamaid<V-h1p--l>, coisichinn<V-h1sd>, choisichinn<V-h1sd--l>, coisicheadh<V-h--d>, choisicheadh<V-h--d--l>, coisicheamaid<V-h1pd>, choisicheamaid<V-h1pd--l>, coisichear<Vm-h0>, coisichtear<Vm-h0>, coisichear<V-f0>, choisichear<V-f0--r--l>, coisichear<V-f0-d>, choisichear<V-f0-d--l>, choisicheadh<V-s0--l>, do choisicheadh<V-s0-d--l>, choisichte<V-h0--l>, choisichiste<V-h0--l>, choisichist<V-h0--l>, coisichte<V-h0-d>, coisichiste<V-h0-d>, coisichist<V-h0-d>, choisichte<V-h0-d--l>, choisichiste<V-h0-d--l>, choisichist<V-h0-d--l>, , "
"coisinneam<Vm-1s>, cosnam<Vm-1s>, coisinn<Vm-2s>, coisinneadh<Vm-3>, coisneadh<Vm-3>, coisinneamaid<Vm-1p>, cosnamaid<Vm-1p>, coisinnibh<Vm-2p>, coisnibh<Vm-2p>, coisinneadh<Vm-3>, coisneadh<Vm-3>, cosnadh<Nv>, cosnamh<Nv>, cosnachd<Nv>, coisneadh<Nv>, chosnadh<Nv--l>, chosnamh<Nv--l>, chosnachd<Nv--l>, choisneadh<Nv--l>, , , , , , , , , , , , , , , coisinnidh<V-f>, coisinidh<V-f>, coisnidh<V-f>, choisinneas<V-f--r--l>, choisneas<V-f--r--l>, coisinn<V-f--d>, choisinn<V-f--d--l>, choisinn<V-s--l>, do choisinn<V-s--d--l>, coisinnte<Av>, choisinnte<Av--l>, choisinninn<V-h1s--l>, choisninn<V-h1s--l>, choisinneadh<V-h--l>, choisneadh<V-h--l>, choisinneamaid<V-h1p--l>, choisneamaid<V-h1p--l>, coisinninn<V-h1sd>, coisninn<V-h1sd>, choisinninn<V-h1sd--l>, choisninn<V-h1sd--l>, coisinneadh<V-h--d>, coisneadh<V-h--d>, choisinneadh<V-h--d--l>, choisneadh<V-h--d--l>, coisinneamaid<V-h1pd>, coisneamaid<V-h1pd>, choisinneamaid<V-h1pd--l>, choisneamaid<V-h1pd--l>, coisinnear<Vm-h0>, coisinntear<Vm-h0>, coisinnear<V-f0>, choisinnear<V-f0--r--l>, coisinnear<V-f0-d>, choisinnear<V-f0-d--l>, choisinneadh<V-s0--l>, do choisinneadh<V-s0-d--l>, choisinnte<V-h0--l>, choisinniste<V-h0--l>, choisinnist<V-h0--l>, coisinnte<V-h0-d>, coisinniste<V-h0-d>, coisinnist<V-h0-d>, choisinnte<V-h0-d--l>, choisinniste<V-h0-d--l>, choisinnist<V-h0-d--l>, , "
"coisrigeam<Vm-1s>, coisrig<Vm-2s>, coisrigeadh<Vm-3>, coisrigeamaid<Vm-1p>, coisrigibh<Vm-2p>, coisrigeadh<Vm-3>, coisreagadh<Nv>, choisreagadh<Nv--l>, coisrigeadh<Nv>, choisrigeadh<Nv--l>, , , , , , , , , , , , , coisrigidh<V-f>, choisrigeas<V-f--r--l>, coisrig<V-f--d>, choisrig<V-f--d--l>, choisrig<V-s--l>, do choisrig<V-s--d--l>, coisrigte<Av>, choisrigte<Av--l>, choisriginn<V-h1s--l>, choisrigeadh<V-h--l>, choisrigeamaid<V-h1p--l>, coisriginn<V-h1sd>, choisriginn<V-h1sd--l>, coisrigeadh<V-h--d>, choisrigeadh<V-h--d--l>, coisrigeamaid<V-h1pd>, choisrigeamaid<V-h1pd--l>, coisrigear<Vm-h0>, coisrigtear<Vm-h0>, coisrigear<V-f0>, choisrigear<V-f0--r--l>, coisrigear<V-f0-d>, choisrigear<V-f0-d--l>, choisrigeadh<V-s0--l>, do choisrigeadh<V-s0-d--l>, choisrigte<V-h0--l>, choisrigiste<V-h0--l>, choisrigist<V-h0--l>, coisrigte<V-h0-d>, coisrigiste<V-h0-d>, coisrigist<V-h0-d>, choisrigte<V-h0-d--l>, choisrigiste<V-h0-d--l>, choisrigist<V-h0-d--l>, , "
"coiticheam<Vm-1s>, coitich<Vm-2s>, coiticheadh<Vm-3>, coiticheamaid<Vm-1p>, coitichibh<Vm-2p>, coiticheadh<Vm-3>, coiteachadh<Nv>, coiteach<Nv>, choiteachadh<Nv--l>, choiteach<Nv--l>, , , , , , , , , , , , , , , coitichidh<V-f>, choiticheas<V-f--r--l>, coitich<V-f--d>, choitich<V-f--d--l>, choitich<V-s--l>, do choitich<V-s--d--l>, coitichte<Av>, choitichte<Av--l>, choitichinn<V-h1s--l>, choiticheadh<V-h--l>, choiticheamaid<V-h1p--l>, coitichinn<V-h1sd>, choitichinn<V-h1sd--l>, coiticheadh<V-h--d>, choiticheadh<V-h--d--l>, coiticheamaid<V-h1pd>, choiticheamaid<V-h1pd--l>, coitichear<Vm-h0>, coitichtear<Vm-h0>, coitichear<V-f0>, choitichear<V-f0--r--l>, coitichear<V-f0-d>, choitichear<V-f0-d--l>, choiticheadh<V-s0--l>, do choiticheadh<V-s0-d--l>, choitichte<V-h0--l>, choitichiste<V-h0--l>, choitichist<V-h0--l>, coitichte<V-h0-d>, coitichiste<V-h0-d>, coitichist<V-h0-d>, choitichte<V-h0-d--l>, choitichiste<V-h0-d--l>, choitichist<V-h0-d--l>, , "
"collaidicheam<Vm-1s>, collaidich<Vm-2s>, collaidicheadh<Vm-3>, collaidicheamaid<Vm-1p>, collaidichibh<Vm-2p>, collaidicheadh<Vm-3>, collaideachadh<Nv>, chollaideachadh<Nv--l>, , , , , , , , , , , , , , , collaidichidh<V-f>, chollaidicheas<V-f--r--l>, collaidich<V-f--d>, chollaidich<V-f--d--l>, chollaidich<V-s--l>, do chollaidich<V-s--d--l>, collaidichte<Av>, chollaidichte<Av--l>, chollaidichinn<V-h1s--l>, chollaidicheadh<V-h--l>, chollaidicheamaid<V-h1p--l>, collaidichinn<V-h1sd>, chollaidichinn<V-h1sd--l>, collaidicheadh<V-h--d>, chollaidicheadh<V-h--d--l>, collaidicheamaid<V-h1pd>, chollaidicheamaid<V-h1pd--l>, collaidichear<Vm-h0>, collaidichtear<Vm-h0>, collaidichear<V-f0>, chollaidichear<V-f0--r--l>, collaidichear<V-f0-d>, chollaidichear<V-f0-d--l>, chollaidicheadh<V-s0--l>, do chollaidicheadh<V-s0-d--l>, chollaidichte<V-h0--l>, chollaidichiste<V-h0--l>, chollaidichist<V-h0--l>, collaidichte<V-h0-d>, collaidichiste<V-h0-d>, collaidichist<V-h0-d>, chollaidichte<V-h0-d--l>, chollaidichiste<V-h0-d--l>, chollaidichist<V-h0-d--l>, , "
"colpaicheam<Vm-1s>, colpaich<Vm-2s>, colpaicheadh<Vm-3>, colpaicheamaid<Vm-1p>, colpaichibh<Vm-2p>, colpaicheadh<Vm-3>, colpachadh<Nv>, cholpachadh<Nv--l>, , , , , , , , , , , , , , , colpaichidh<V-f>, cholpaicheas<V-f--r--l>, colpaich<V-f--d>, cholpaich<V-f--d--l>, cholpaich<V-s--l>, do cholpaich<V-s--d--l>, colpaichte<Av>, cholpaichte<Av--l>, cholpaichinn<V-h1s--l>, cholpaicheadh<V-h--l>, cholpaicheamaid<V-h1p--l>, colpaichinn<V-h1sd>, cholpaichinn<V-h1sd--l>, colpaicheadh<V-h--d>, cholpaicheadh<V-h--d--l>, colpaicheamaid<V-h1pd>, cholpaicheamaid<V-h1pd--l>, colpaichear<Vm-h0>, colpaichtear<Vm-h0>, colpaichear<V-f0>, cholpaichear<V-f0--r--l>, colpaichear<V-f0-d>, cholpaichear<V-f0-d--l>, cholpaicheadh<V-s0--l>, do cholpaicheadh<V-s0-d--l>, cholpaichte<V-h0--l>, cholpaichiste<V-h0--l>, cholpaichist<V-h0--l>, colpaichte<V-h0-d>, colpaichiste<V-h0-d>, colpaichist<V-h0-d>, cholpaichte<V-h0-d--l>, cholpaichiste<V-h0-d--l>, cholpaichist<V-h0-d--l>, , "
"coltaicheam<Vm-1s>, coltaich<Vm-2s>, coltaicheadh<Vm-3>, coltaicheamaid<Vm-1p>, coltaichibh<Vm-2p>, coltaicheadh<Vm-3>, coltachadh<Nv>, choltachadh<Nv--l>, , , , , , , , , , , , , , , coltaichidh<V-f>, choltaicheas<V-f--r--l>, coltaich<V-f--d>, choltaich<V-f--d--l>, choltaich<V-s--l>, do choltaich<V-s--d--l>, coltaichte<Av>, choltaichte<Av--l>, choltaichinn<V-h1s--l>, choltaicheadh<V-h--l>, choltaicheamaid<V-h1p--l>, coltaichinn<V-h1sd>, choltaichinn<V-h1sd--l>, coltaicheadh<V-h--d>, choltaicheadh<V-h--d--l>, coltaicheamaid<V-h1pd>, choltaicheamaid<V-h1pd--l>, coltaichear<Vm-h0>, coltaichtear<Vm-h0>, coltaichear<V-f0>, choltaichear<V-f0--r--l>, coltaichear<V-f0-d>, choltaichear<V-f0-d--l>, choltaicheadh<V-s0--l>, do choltaicheadh<V-s0-d--l>, choltaichte<V-h0--l>, choltaichiste<V-h0--l>, choltaichist<V-h0--l>, coltaichte<V-h0-d>, coltaichiste<V-h0-d>, coltaichist<V-h0-d>, choltaichte<V-h0-d--l>, choltaichiste<V-h0-d--l>, choltaichist<V-h0-d--l>, , "
"com-miutaicheam<Vm-1s>, com-miutaich<Vm-2s>, com-miutaicheadh<Vm-3>, com-miutaicheamaid<Vm-1p>, com-miutaichibh<Vm-2p>, com-miutaicheadh<Vm-3>, com-miutadh<Nv>, chom-miutadh<Nv--l>, , , , , , , , , , , , , , , com-miutaichidh<V-f>, chom-miutaicheas<V-f--r--l>, com-miutaich<V-f--d>, chom-miutaich<V-f--d--l>, chom-miutaich<V-s--l>, do chom-miutaich<V-s--d--l>, com-miutaichte<Av>, chom-miutaichte<Av--l>, chom-miutaichinn<V-h1s--l>, chom-miutaicheadh<V-h--l>, chom-miutaicheamaid<V-h1p--l>, com-miutaichinn<V-h1sd>, chom-miutaichinn<V-h1sd--l>, com-miutaicheadh<V-h--d>, chom-miutaicheadh<V-h--d--l>, com-miutaicheamaid<V-h1pd>, chom-miutaicheamaid<V-h1pd--l>, com-miutaichear<Vm-h0>, com-miutaichtear<Vm-h0>, com-miutaichear<V-f0>, chom-miutaichear<V-f0--r--l>, com-miutaichear<V-f0-d>, chom-miutaichear<V-f0-d--l>, chom-miutaicheadh<V-s0--l>, do chom-miutaicheadh<V-s0-d--l>, chom-miutaichte<V-h0--l>, chom-miutaichiste<V-h0--l>, chom-miutaichist<V-h0--l>, com-miutaichte<V-h0-d>, com-miutaichiste<V-h0-d>, com-miutaichist<V-h0-d>, chom-miutaichte<V-h0-d--l>, chom-miutaichiste<V-h0-d--l>, chom-miutaichist<V-h0-d--l>, , "
"com-pàirticheam<Vm-1s>, compàirticheam<Vm-1s>, com-pàirtich<Vm-2s>, compàirtich<Vm-2s>, com-pàirticheadh<Vm-3>, compàirticheadh<Vm-3>, com-pàirticheamaid<Vm-1p>, compàirticheamaid<Vm-1p>, com-pàirtichibh<Vm-2p>, compàirtichibh<Vm-2p>, com-pàirticheadh<Vm-3>, compàirticheadh<Vm-3>, com-pàirteachadh<Nv>, compàirteachadh<Nv>, chom-pàirteachadh<Nv--l>, chompàirteachadh<Nv--l>, com-pàrtachadh<Nv>, compàrtachadh<Nv>, chom-pàrtachadh<Nv--l>, chompàrtachadh<Nv--l>, , , , , , , , , , , , , com-pàirtichidh<V-f>, compàirtichidh<V-f>, chom-pàirticheas<V-f--r--l>, chompàirticheas<V-f--r--l>, com-pàirtich<V-f--d>, compàirtich<V-f--d>, chom-pàirtich<V-f--d--l>, chompàirtich<V-f--d--l>, chom-pàirtich<V-s--l>, chompàirtich<V-s--l>, do chom-pàirtich<V-s--d--l>, do chompàirtich<V-s--d--l>, com-pàirtichte<Av>, compàirtichte<Av>, chom-pàirtichte<Av--l>, chompàirtichte<Av--l>, chom-pàirtichinn<V-h1s--l>, chompàirtichinn<V-h1s--l>, chom-pàirticheadh<V-h--l>, chompàirticheadh<V-h--l>, chom-pàirticheamaid<V-h1p--l>, chompàirticheamaid<V-h1p--l>, com-pàirtichinn<V-h1sd>, compàirtichinn<V-h1sd>, chom-pàirtichinn<V-h1sd--l>, chompàirtichinn<V-h1sd--l>, com-pàirticheadh<V-h--d>, compàirticheadh<V-h--d>, chom-pàirticheadh<V-h--d--l>, chompàirticheadh<V-h--d--l>, com-pàirticheamaid<V-h1pd>, compàirticheamaid<V-h1pd>, chom-pàirticheamaid<V-h1pd--l>, chompàirticheamaid<V-h1pd--l>, com-pàirtichear<Vm-h0>, compàirtichear<Vm-h0>, com-pàirtichtear<Vm-h0>, compàirtichtear<Vm-h0>, com-pàirtichear<V-f0>, compàirtichear<V-f0>, chom-pàirtichear<V-f0--r--l>, chompàirtichear<V-f0--r--l>, com-pàirtichear<V-f0-d>, compàirtichear<V-f0-d>, chom-pàirtichear<V-f0-d--l>, chompàirtichear<V-f0-d--l>, chom-pàirticheadh<V-s0--l>, chompàirticheadh<V-s0--l>, do chom-pàirticheadh<V-s0-d--l>, do chompàirticheadh<V-s0-d--l>, chom-pàirtichte<V-h0--l>, compàirtichte<V-h0--l>, chom-pàirtichiste<V-h0--l>, chompàirtichiste<V-h0--l>, chom-pàirtichist<V-h0--l>, chompàirtichist<V-h0--l>, com-pàirtichte<V-h0-d>, compàirtichte<V-h0-d>, com-pàirtichiste<V-h0-d>, compàirtichiste<V-h0-d>, com-pàirtichist<V-h0-d>, compàirtichist<V-h0-d>, chom-pàirtichte<V-h0-d--l>, chompàirtichte<V-h0-d--l>, chom-pàirtichiste<V-h0-d--l>, chompàirtichiste<V-h0-d--l>, chom-pàirtichist<V-h0-d--l>, chompàirtichist<V-h0-d--l>, , "
"comanaicheam<Vm-1s>, comannaicheam<Vm-1s>, comanaich<Vm-2s>, comannaich<Vm-2s>, comanaicheadh<Vm-3>, comannaicheadh<Vm-3>, comanaicheamaid<Vm-1p>, comannaicheamaid<Vm-1p>, comanaichibh<Vm-2p>, comannaichibh<Vm-2p>, comanaicheadh<Vm-3>, comannaicheadh<Vm-3>, comanachadh<Nv>, comannachadh<Nv>, chomanachadh<Nv--l>, chomannachadh<Nv--l>, , , , , , , , , , , , , , , comanaichidh<V-f>, comannaichidh<V-f>, chomanaicheas<V-f--r--l>, chomannaicheas<V-f--r--l>, comanaich<V-f--d>, comannaich<V-f--d>, chomanaich<V-f--d--l>, chomannaich<V-f--d--l>, chomanaich<V-s--l>, chomannaich<V-s--l>, do chomanaich<V-s--d--l>, do chomannaich<V-s--d--l>, comanaichte<Av>, comannaichte<Av>, chomanaichte<Av--l>, chomannaichte<Av--l>, chomanaichinn<V-h1s--l>, chomannaichinn<V-h1s--l>, chomanaicheadh<V-h--l>, chomannaicheadh<V-h--l>, chomanaicheamaid<V-h1p--l>, chomannaicheamaid<V-h1p--l>, comanaichinn<V-h1sd>, comannaichinn<V-h1sd>, chomanaichinn<V-h1sd--l>, chomannaichinn<V-h1sd--l>, comanaicheadh<V-h--d>, comannaicheadh<V-h--d>, chomanaicheadh<V-h--d--l>, chomannaicheadh<V-h--d--l>, comanaicheamaid<V-h1pd>, comannaicheamaid<V-h1pd>, chomanaicheamaid<V-h1pd--l>, chomannaicheamaid<V-h1pd--l>, comanaichear<Vm-h0>, comannaichear<Vm-h0>, comanaichtear<Vm-h0>, comannaichtear<Vm-h0>, comanaichear<V-f0>, comannaichear<V-f0>, chomanaichear<V-f0--r--l>, chomannaichear<V-f0--r--l>, comanaichear<V-f0-d>, comannaichear<V-f0-d>, chomanaichear<V-f0-d--l>, chomannaichear<V-f0-d--l>, chomanaicheadh<V-s0--l>, chomannaicheadh<V-s0--l>, do chomanaicheadh<V-s0-d--l>, do chomannaicheadh<V-s0-d--l>, chomanaichte<V-h0--l>, chomannaichte<V-h0--l>, chomanaichiste<V-h0--l>, chomannaichiste<V-h0--l>, chomanaichist<V-h0--l>, chomannaichist<V-h0--l>, comanaichte<V-h0-d>, comannaichte<V-h0-d>, comanaichiste<V-h0-d>, comannaichiste<V-h0-d>, comanaichist<V-h0-d>, comannaichist<V-h0-d>, chomanaichte<V-h0-d--l>, chomannaichte<V-h0-d--l>, chomanaichiste<V-h0-d--l>, chomannaichiste<V-h0-d--l>, chomanaichist<V-h0-d--l>, chomannaichist<V-h0-d--l>, , "
"comasaicheam<Vm-1s>, comasaich<Vm-2s>, comasaicheadh<Vm-3>, comasaicheamaid<Vm-1p>, comasaichibh<Vm-2p>, comasaicheadh<Vm-3>, comasachadh<Nv>, chomasachadh<Nv--l>, , , , , , , , , , , , , , , comasaichidh<V-f>, chomasaicheas<V-f--r--l>, comasaich<V-f--d>, chomasaich<V-f--d--l>, chomasaich<V-s--l>, do chomasaich<V-s--d--l>, comasaichte<Av>, chomasaichte<Av--l>, chomasaichinn<V-h1s--l>, chomasaicheadh<V-h--l>, chomasaicheamaid<V-h1p--l>, comasaichinn<V-h1sd>, chomasaichinn<V-h1sd--l>, comasaicheadh<V-h--d>, chomasaicheadh<V-h--d--l>, comasaicheamaid<V-h1pd>, chomasaicheamaid<V-h1pd--l>, comasaichear<Vm-h0>, comasaichtear<Vm-h0>, comasaichear<V-f0>, chomasaichear<V-f0--r--l>, comasaichear<V-f0-d>, chomasaichear<V-f0-d--l>, chomasaicheadh<V-s0--l>, do chomasaicheadh<V-s0-d--l>, chomasaichte<V-h0--l>, chomasaichiste<V-h0--l>, chomasaichist<V-h0--l>, comasaichte<V-h0-d>, comasaichiste<V-h0-d>, comasaichist<V-h0-d>, chomasaichte<V-h0-d--l>, chomasaichiste<V-h0-d--l>, chomasaichist<V-h0-d--l>, , "
"comhaicheam<Vm-1s>, comhaich<Vm-2s>, comhaicheadh<Vm-3>, comhaicheamaid<Vm-1p>, comhaichibh<Vm-2p>, comhaicheadh<Vm-3>, comhachadh<Nv>, chomhachadh<Nv--l>, , , , , , , , , , , , , , , comhaichidh<V-f>, chomhaicheas<V-f--r--l>, comhaich<V-f--d>, chomhaich<V-f--d--l>, chomhaich<V-s--l>, do chomhaich<V-s--d--l>, comhaichte<Av>, chomhaichte<Av--l>, chomhaichinn<V-h1s--l>, chomhaicheadh<V-h--l>, chomhaicheamaid<V-h1p--l>, comhaichinn<V-h1sd>, chomhaichinn<V-h1sd--l>, comhaicheadh<V-h--d>, chomhaicheadh<V-h--d--l>, comhaicheamaid<V-h1pd>, chomhaicheamaid<V-h1pd--l>, comhaichear<Vm-h0>, comhaichtear<Vm-h0>, comhaichear<V-f0>, chomhaichear<V-f0--r--l>, comhaichear<V-f0-d>, chomhaichear<V-f0-d--l>, chomhaicheadh<V-s0--l>, do chomhaicheadh<V-s0-d--l>, chomhaichte<V-h0--l>, chomhaichiste<V-h0--l>, chomhaichist<V-h0--l>, comhaichte<V-h0-d>, comhaichiste<V-h0-d>, comhaichist<V-h0-d>, chomhaichte<V-h0-d--l>, chomhaichiste<V-h0-d--l>, chomhaichist<V-h0-d--l>, , "
"comhailteam<Vm-1s>, comhailt<Vm-2s>, comhailteadh<Vm-3>, comhailteamaid<Vm-1p>, comhailtibh<Vm-2p>, comhailteadh<Vm-3>, comhailteachd<Nv>, chomhailteachd<Nv--l>, , , , , , , , , , , , , , , comhailtidh<V-f>, chomhailteas<V-f--r--l>, comhailt<V-f--d>, chomhailt<V-f--d--l>, chomhailt<V-s--l>, do chomhailt<V-s--d--l>, comhailte<Av>, chomhailte<Av--l>, chomhailtinn<V-h1s--l>, chomhailteadh<V-h--l>, chomhailteamaid<V-h1p--l>, comhailtinn<V-h1sd>, chomhailtinn<V-h1sd--l>, comhailteadh<V-h--d>, chomhailteadh<V-h--d--l>, comhailteamaid<V-h1pd>, chomhailteamaid<V-h1pd--l>, comhailtear<Vm-h0>, comhailtear<Vm-h0>, comhailtear<V-f0>, chomhailtear<V-f0--r--l>, comhailtear<V-f0-d>, chomhailtear<V-f0-d--l>, chomhailteadh<V-s0--l>, do chomhailteadh<V-s0-d--l>, chomhailte<V-h0--l>, chomhailtiste<V-h0--l>, chomhailtist<V-h0--l>, comhailte<V-h0-d>, comhailtiste<V-h0-d>, comhailtist<V-h0-d>, chomhailte<V-h0-d--l>, chomhailtiste<V-h0-d--l>, chomhailtist<V-h0-d--l>, , "
"comhailticheam<Vm-1s>, comhailtich<Vm-2s>, comhailticheadh<Vm-3>, comhailticheamaid<Vm-1p>, comhailtichibh<Vm-2p>, comhailticheadh<Vm-3>, comhailteachadh<Nv>, chomhailteachadh<Nv--l>, , , , , , , , , , , , , , , comhailtichidh<V-f>, chomhailticheas<V-f--r--l>, comhailtich<V-f--d>, chomhailtich<V-f--d--l>, chomhailtich<V-s--l>, do chomhailtich<V-s--d--l>, comhailtichte<Av>, chomhailtichte<Av--l>, chomhailtichinn<V-h1s--l>, chomhailticheadh<V-h--l>, chomhailticheamaid<V-h1p--l>, comhailtichinn<V-h1sd>, chomhailtichinn<V-h1sd--l>, comhailticheadh<V-h--d>, chomhailticheadh<V-h--d--l>, comhailticheamaid<V-h1pd>, chomhailticheamaid<V-h1pd--l>, comhailtichear<Vm-h0>, comhailtichtear<Vm-h0>, comhailtichear<V-f0>, chomhailtichear<V-f0--r--l>, comhailtichear<V-f0-d>, chomhailtichear<V-f0-d--l>, chomhailticheadh<V-s0--l>, do chomhailticheadh<V-s0-d--l>, chomhailtichte<V-h0--l>, chomhailtichiste<V-h0--l>, chomhailtichist<V-h0--l>, comhailtichte<V-h0-d>, comhailtichiste<V-h0-d>, comhailtichist<V-h0-d>, chomhailtichte<V-h0-d--l>, chomhailtichiste<V-h0-d--l>, chomhailtichist<V-h0-d--l>, , "
"comhairceam<Vm-1s>, comhairc<Vm-2s>, comhairceadh<Vm-3>, comhairceamaid<Vm-1p>, comhaircibh<Vm-2p>, comhairceadh<Vm-3>, comhairc<Nv>, chomhairc<Nv--l>, , , , , , , , , , , , , , , comhaircidh<V-f>, chomhairceas<V-f--r--l>, comhairc<V-f--d>, chomhairc<V-f--d--l>, chomhairc<V-s--l>, do chomhairc<V-s--d--l>, comhaircte<Av>, chomhaircte<Av--l>, chomhaircinn<V-h1s--l>, chomhairceadh<V-h--l>, chomhairceamaid<V-h1p--l>, comhaircinn<V-h1sd>, chomhaircinn<V-h1sd--l>, comhairceadh<V-h--d>, chomhairceadh<V-h--d--l>, comhairceamaid<V-h1pd>, chomhairceamaid<V-h1pd--l>, comhaircear<Vm-h0>, comhairctear<Vm-h0>, comhaircear<V-f0>, chomhaircear<V-f0--r--l>, comhaircear<V-f0-d>, chomhaircear<V-f0-d--l>, chomhairceadh<V-s0--l>, do chomhairceadh<V-s0-d--l>, chomhaircte<V-h0--l>, chomhairciste<V-h0--l>, chomhaircist<V-h0--l>, comhaircte<V-h0-d>, comhairciste<V-h0-d>, comhaircist<V-h0-d>, chomhaircte<V-h0-d--l>, chomhairciste<V-h0-d--l>, chomhaircist<V-h0-d--l>, , "
"comhairlicheam<Vm-1s>, comhairlich<Vm-2s>, comhairlicheadh<Vm-3>, comhairlicheamaid<Vm-1p>, comhairlichibh<Vm-2p>, comhairlicheadh<Vm-3>, comhairleachadh<Nv>, chomhairleachadh<Nv--l>, , , , , , , , , , , , , , , comhairlichidh<V-f>, chomhairlicheas<V-f--r--l>, comhairlich<V-f--d>, chomhairlich<V-f--d--l>, chomhairlich<V-s--l>, do chomhairlich<V-s--d--l>, comhairlichte<Av>, chomhairlichte<Av--l>, chomhairlichinn<V-h1s--l>, chomhairlicheadh<V-h--l>, chomhairlicheamaid<V-h1p--l>, comhairlichinn<V-h1sd>, chomhairlichinn<V-h1sd--l>, comhairlicheadh<V-h--d>, chomhairlicheadh<V-h--d--l>, comhairlicheamaid<V-h1pd>, chomhairlicheamaid<V-h1pd--l>, comhairlichear<Vm-h0>, comhairlichtear<Vm-h0>, comhairlichear<V-f0>, chomhairlichear<V-f0--r--l>, comhairlichear<V-f0-d>, chomhairlichear<V-f0-d--l>, chomhairlicheadh<V-s0--l>, do chomhairlicheadh<V-s0-d--l>, chomhairlichte<V-h0--l>, chomhairlichiste<V-h0--l>, chomhairlichist<V-h0--l>, comhairlichte<V-h0-d>, comhairlichiste<V-h0-d>, comhairlichist<V-h0-d>, chomhairlichte<V-h0-d--l>, chomhairlichiste<V-h0-d--l>, chomhairlichist<V-h0-d--l>, , "
